ISO,Country,Subject Descriptor,Subject Notes,Units,Scale,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,Estimates Start After
CMR,Cameroon,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,-0.218,-0.348,-0.439,-0.598,-0.416,-0.496,0.194,0.286,-0.452,-1.123,-0.857,-0.749,-0.956,-1.128,-1.402,-1.174,-1.037,-0.95,-1.409,-1.695,-2.07,-1.961,-1.544,-1.336,-1.042,-0.945,-1.03,2019
CMR,Cameroon,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,-2.228,-3.35,-3.791,-4.107,-2.386,-2.757,0.999,1.277,-1.703,-4.304,-3.273,-2.551,-3.283,-3.486,-4.006,-3.794,-3.179,-2.714,-3.641,-4.362,-5.306,-4.369,-3.213,-2.605,-1.89,-1.597,-1.618,2019
CAN,Canada,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,18.99,16.351,13.191,11.026,24.072,22.619,19.064,12.094,2.287,-40.047,-57.616,-48.633,-64.62,-58.011,-41.891,-54.402,-47.188,-46.226,-40.302,-35.713,-31.818,-14.666,-26.032,-39.125,-38.456,-42.843,-47.722,2020
CAN,Canada,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,2.55,2.213,1.735,1.231,2.345,1.927,1.445,0.823,0.147,-2.909,-3.562,-2.712,-3.534,-3.141,-2.32,-3.495,-3.088,-2.803,-2.341,-2.051,-1.936,-0.779,-1.282,-1.826,-1.714,-1.823,-1.935,2020
CAF,Central African Republic,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,-0.013,-0.017,-0.016,-0.025,-0.022,-0.088,-0.044,-0.106,-0.197,-0.179,-0.202,-0.166,-0.14,-0.05,-0.253,-0.154,-0.097,-0.162,-0.181,-0.112,-0.188,-0.185,-0.175,-0.185,-0.194,-0.208,-0.218,2017
CAF,Central African Republic,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,-1.457,-1.856,-1.66,-2.129,-1.706,-6.235,-2.872,-6.025,-9.71,-8.714,-9.418,-6.819,-5.585,-2.935,-13.335,-9.109,-5.342,-7.822,-7.962,-4.929,-7.93,-6.806,-5.909,-5.777,-5.64,-5.616,-5.464,2017
TCD,Chad,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,-0.214,-0.576,-1.898,-1.359,-0.758,0.07,0.341,0.708,0.37,-0.765,-0.911,-0.708,-0.968,-1.189,-1.251,-1.509,-1.063,-0.715,-0.155,-0.533,-0.944,-0.824,-0.831,-1.173,-1.156,-0.875,-0.773,2013
TCD,Chad,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,-13.594,-29.759,-84.105,-43.796,-15.146,1.041,4.579,8.15,3.552,-8.209,-8.516,-5.814,-7.803,-9.146,-8.93,-13.78,-10.424,-7.093,-1.4,-4.878,-8.784,-6.579,-6.263,-8.389,-7.727,-5.468,-4.54,2013
CHL,Chile,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,-0.894,-1.147,-0.583,-0.15,3.016,2.104,7.111,7.499,-6.965,3.313,3.151,-6.914,-11.826,-13.301,-5.302,-5.793,-4.946,-6.398,-11.632,-10.372,3.425,1.049,-1.995,-2.488,-2.715,-3.228,-3.689,2020
CHL,Chile,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,-1.149,-1.616,-0.836,-0.198,3.04,1.711,4.592,4.32,-3.881,1.92,1.443,-2.742,-4.429,-4.779,-2.036,-2.375,-1.976,-2.31,-3.911,-3.714,1.355,0.341,-0.608,-0.722,-0.751,-0.851,-0.925,2020
CHN,China,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,20.432,17.405,35.422,43.052,68.941,132.378,231.843,353.183,420.569,243.257,237.81,136.097,215.392,148.204,236.047,304.164,202.203,195.117,25.499,141.335,298.8,273.53,238.368,221.7,191.669,160.235,128.763,2020
CHN,China,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,1.695,1.305,2.417,2.598,3.536,5.78,8.418,9.933,9.188,4.78,3.941,1.816,2.522,1.54,2.243,2.737,1.801,1.591,0.184,0.986,2.03,1.644,1.323,1.141,0.917,0.713,0.534,2020
COL,Colombia,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,0.845,-1.04,-1.289,-0.957,-0.823,-1.873,-2.927,-6.073,-6.4,-4.622,-8.822,-9.911,-11.641,-12.587,-20.233,-19.302,-12.782,-10.742,-13.634,-14.285,-9.083,-11.125,-12.107,-13.094,-13.917,-14.738,-15.501,2019
COL,Colombia,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,0.852,-1.066,-1.325,-1.017,-0.708,-1.286,-1.809,-2.945,-2.639,-1.988,-3.079,-2.959,-3.14,-3.294,-5.307,-6.577,-4.521,-3.444,-4.081,-4.417,-3.346,-3.764,-3.862,-3.929,-3.93,-3.913,-3.876,2019
COM,Comoros,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,--,0.007,0.002,-0.005,-0.015,-0.025,-0.022,-0.023,-0.055,-0.037,-0.002,-0.037,-0.033,-0.045,-0.044,-0.002,-0.044,-0.023,-0.027,-0.051,-0.005,-0.046,-0.042,-0.048,-0.055,-0.063,-0.07,2018
COM,Comoros,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,-0.139,1.848,0.387,-0.926,-2.438,-3.795,-3.248,-2.897,-6.059,-4.09,-0.255,-3.613,-3.246,-4.044,-3.783,-0.258,-4.349,-2.132,-2.276,-4.278,-0.409,-3.485,-3.022,-3.296,-3.54,-3.87,-4.068,2018
COD,Democratic Republic of the Congo,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,0.086,0.241,0.418,0.181,-0.055,-0.389,0.048,0.527,-0.151,-1.123,-2.174,-1.281,-1.26,-3.109,-1.723,-1.484,-1.504,-1.241,-1.672,-2.142,-1.948,-1.892,-1.985,-2.038,-2.207,-2.31,-2.535,2019
COD,Democratic Republic of the Congo,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,0.45,3.331,4.794,2.004,-0.539,-3.22,0.332,3.141,-0.772,-6.072,-10.09,-4.953,-4.295,-9.508,-4.797,-3.913,-4.105,-3.3,-3.551,-4.248,-3.969,-3.435,-3.412,-3.304,-3.34,-3.283,-3.387,2019
COG,Republic of Congo,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,0.633,-0.037,0.192,0.529,0.673,0.404,1.12,-2.108,0.869,-1.37,0.902,2.062,2.415,1.934,0.187,-4.636,-4.945,-0.362,0.197,0.29,-0.386,-0.022,-0.263,-0.197,-0.195,-0.118,-0.211,2017
COG,Republic of Congo,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,17.478,-1.213,5.772,13.683,13.201,6.067,13.87,-24,7.462,-14.103,6.854,13.175,13.644,10.77,1.042,-38.986,-48.678,-3.258,1.471,2.314,-3.771,-0.184,-2.129,-1.489,-1.42,-0.819,-1.42,2017
CRI,Costa Rica,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,-0.685,-0.514,-0.86,-0.9,-0.675,-0.86,-0.939,-1.499,-2.581,-0.561,-1.214,-2.265,-2.411,-2.431,-2.453,-1.921,-1.257,-2.189,-1.99,-1.439,-1.61,-1.974,-1.914,-1.967,-1.968,-2.035,-2.153,2019
CRI,Costa Rica,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,-4.559,-3.218,-5.186,-5.208,-3.626,-4.29,-4.132,-5.575,-8.378,-1.823,-3.224,-5.297,-5.105,-4.772,-4.716,-3.404,-2.137,-3.617,-3.193,-2.251,-2.62,-3.227,-2.968,-2.897,-2.749,-2.689,-2.679,2019
CIV,CÙte d'Ivoire,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,-0.241,-0.061,0.768,0.294,0.241,0.04,0.479,-0.139,0.453,1.624,0.465,2.666,-0.321,-0.423,0.511,-0.201,-0.414,-1.049,-2.077,-1.563,-2.205,-2.585,-2.594,-2.424,-2.395,-2.387,-2.535,2018
CIV,CÙte d'Ivoire,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",Percent of GDP,,-1.625,-0.396,4.48,1.387,1.051,0.168,1.947,-0.494,1.349,4.82,1.35,7.504,-0.866,-0.978,1.045,-0.44,-0.864,-2.034,-3.581,-2.67,-3.591,-3.641,-3.354,-2.901,-2.654,-2.455,-2.421,2017
HRV,Croatia,Current account balance,"Current account is all transactions other than those in financial and capital items. The major classifications are goods and services, income and current transfers. The focus of the BOP is on transactions (between an economy and the rest of the world) in goods, services, and income.",U.S. dollars,Billions,-0.311,-0.502,-1.701,-3.143,-2.491,-3.287,-3.928,-4.699,-7.388,-4.11,-1.291,-1.063,-1.013,-0.617,0.148,1.62,1.109,1.909,1.116,1.693,-2.014,-1.474,-1.129,-0.686,-0.544,0.027,0.677,2019
